user_id,userName,dateOfJoin,mobileNumber,email,city,state,pin,dateOfBirth,gender,reportingUserId,reporterName,roles,designationId,designation,departmentId,department,user_status,password,requirePasswordChange
JMAN757,Travis Maldonado,19/11/2021,4937157910,Travis@yahoo.com,Lake Amy,Andhra Pradesh,943262,08/04/1990,male,,Ricardo Bowman,admin,d0269cd6-9465-46cc-b4a1-babe8d93d547,Consultant,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,left,sZ3uTy(*+n,False
JMAN925,Julie Sanders,17/11/2019,6312328693,Julie@yahoo.com,West Nicole,Karnataka,558775,24/07/1992,male,,Anthony Fox,user,d0269cd6-9465-46cc-b4a1-babe8d93d547,Consultant,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,5cJDwc9c*v,False
JMAN486,Nancy Gutierrez,17/10/2018,1256518614,Nancy@gmail.com,Sandersberg,Andhra Pradesh,898948,14/10/1979,male,,Jennifer Pace,user,5cf343f3-4476-42c9-9f63-2bc4dc873c9e,Senior Consultant,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,active,T5K+Tq5L!g,False
JMAN596,John Robinson,21/03/2024,5459943020,John@gmail.com,Michaelside,Tripura,520209,22/04/1983,male,,Amanda Mcguire,user,fbbfbbb7-ea35-44cb-8944-3d7abc67f3ec,Business Administrator,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,active,r@#GRiOs@9,False
JMAN109,Latoya Bryan,08/03/2012,5189815484,Latoya@gmail.com,Calvinport,Goa,594602,16/11/2002,female,,Barbara Bryant,admin,bbbb1a8d-1a2c-4bb0-a89e-a88c06453834,CEO,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,left,#s9Mz%V3Z),False
JMAN562,Timothy Mitchell,17/12/2022,5718682088,Timothy@gmail.com,New Jacob,Haryana,153224,18/07/1991,female,,Mark Reynolds,user,4aacc337-6e3d-49ad-a1a0-12400e3aeb20,Solution Enabler,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,active,pbFD%FIj*7,True
JMAN27,Shawn Clark,12/11/2013,7223998547,Shawn@gmail.com,South Stephaniefort,Andhra Pradesh,432134,28/04/2000,female,,Ashley Boyd,user,5cf343f3-4476-42c9-9f63-2bc4dc873c9e,Senior Consultant,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,active,)d29Am&+6@,True
JMAN51,Russell Cole,17/12/2014,7162102646,Russell@yahoo.com,Dalestad,Manipur,670627,12/10/1984,female,,Joseph Stanley,user,04ec0b1e-7cd0-4b76-80cb-7a4ad103134e,Manager,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,8MBbeAux_!,True
JMAN592,Garrett Daugherty,31/05/2011,8319170360,Garrett@yahoo.com,New Kristi,Karnataka,459531,10/08/1993,female,,Mr. Jeffery Ross,admin,04ec0b1e-7cd0-4b76-80cb-7a4ad103134e,Manager,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,left,j6u7LyRu)d,True
JMAN334,Leslie Bridges,03/05/2015,8807008862,Leslie@gmail.com,West Alexander,Karnataka,281841,12/03/1992,male,,Amanda Butler,user,a84c135e-b8de-4fdf-b9e0-31cc18507d05,Solutions Consultant,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,left,o3*zVsjH@),False
JMAN237,Harry Brooks,01/08/2011,5060916733,Harry@yahoo.com,Terrihaven,Himachal Pradesh,836400,03/01/1983,female,,Todd Martinez,user,4aacc337-6e3d-49ad-a1a0-12400e3aeb20,Solution Enabler,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,active,ei_8A5cy6c,True
JMAN550,Tiffany Wise,11/05/2017,4124283777,Tiffany@gmail.com,Jessicahaven,West Bengal,472860,08/05/1994,male,,Katie Ortiz,user,d0269cd6-9465-46cc-b4a1-babe8d93d547,Consultant,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,Y7Vb@6+m!J,False
JMAN529,Ashley Fernandez,30/07/2018,3820562832,Ashley@gmail.com,Michaelburgh,Uttarakhand,525061,16/08/1984,male,,Mike Walsh,user,bbbb1a8d-1a2c-4bb0-a89e-a88c06453834,CEO,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,4Sf6DD$l@c,True
JMAN300,Kyle May,25/11/2011,3964727529,Kyle@gmail.com,Lake Kimberly,Sikkim,154177,10/05/1973,female,,Dylan Patton,admin,a84c135e-b8de-4fdf-b9e0-31cc18507d05,Solutions Consultant,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,Ni5TbPRx%@,True
JMAN833,William Zimmerman,09/11/2024,1604086992,William@gmail.com,Kyleville,Karnataka,545976,19/05/1993,female,,Jessica Herring,user,1ea61e90-333c-4102-a6c0-9f66ad8e59ce,Senior Associate Consultant,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,active,^@2ImP8h62,False
JMAN774,Toni Wiggins,20/03/2023,7745887302,Toni@yahoo.com,Cynthiahaven,Telangana,244353,22/07/1984,male,,Kenneth Hamilton,admin,a84c135e-b8de-4fdf-b9e0-31cc18507d05,Solutions Consultant,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,active,*b7LFQ_n5(,False
JMAN61,Joshua Huffman,31/08/2013,1970073926,Joshua@yahoo.com,Austinmouth,Manipur,902756,21/05/1986,male,,Renee Lane,user,379aac20-a043-41ea-911b-5920aac57a7d,Software Engineer,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,left,qq#5LQSi_1,True
JMAN320,Aaron Stephenson,07/03/2017,9699529628,Aaron@yahoo.com,West Jill,West Bengal,310921,25/02/1984,female,,Nicole Snyder,user,bbbb1a8d-1a2c-4bb0-a89e-a88c06453834,CEO,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,active,%ELgyuph4$,False
JMAN90,Hunter Walters,09/04/2020,4768916314,Hunter@yahoo.com,Mayborough,Telangana,255256,29/04/2001,male,,Jared Lucas,admin,5cf343f3-4476-42c9-9f63-2bc4dc873c9e,Senior Consultant,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,)P4fQoRp+d,True
JMAN905,Mrs. Jean York,26/09/2015,5838674827,Mrs.@yahoo.com,Ryanbury,Arunachal Pradesh,704359,14/06/1987,male,,Teresa Perry,user,fbbfbbb7-ea35-44cb-8944-3d7abc67f3ec,Business Administrator,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,i)5LPdIr@5,True
JMAN640,Renee Miller,08/08/2023,6365897273,Renee@gmail.com,New Kevinview,Tripura,800417,16/01/1996,female,,David Allison,admin,4aacc337-6e3d-49ad-a1a0-12400e3aeb20,Solution Enabler,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,_4&EZbj#JV,False
JMAN711,Samantha Johnson,05/08/2024,8628795197,Samantha@yahoo.com,Jamesborough,Uttarakhand,149138,24/11/1973,female,,Bruce Davis,user,bbbb1a8d-1a2c-4bb0-a89e-a88c06453834,CEO,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,active,#RL0XyH((5,True
JMAN150,Timothy Powell,14/02/2023,9377087724,Timothy@yahoo.com,South Jeffreychester,Karnataka,617424,18/01/1974,female,,Derek Reeves,admin,5cf343f3-4476-42c9-9f63-2bc4dc873c9e,Senior Consultant,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,o$)0WDzvHs,False
JMAN48,Scott Johnson,22/06/2013,9389311983,Scott@yahoo.com,New Julie,Andhra Pradesh,230255,13/02/1974,female,,Rebecca Steele DDS,user,379aac20-a043-41ea-911b-5920aac57a7d,Software Engineer,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,left,#8AjxCy&w*,True
JMAN582,Diane Barrett,28/03/2021,4881532312,Diane@yahoo.com,South Randymouth,Goa,788025,04/04/1975,male,,Deborah Davis,user,04ec0b1e-7cd0-4b76-80cb-7a4ad103134e,Manager,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,7I9ClMcv&N,True
JMAN410,Kimberly Kaiser,27/11/2015,6140569631,Kimberly@yahoo.com,Port Dorothy,Andhra Pradesh,377778,22/05/1993,female,,Patricia Webb,admin,4aacc337-6e3d-49ad-a1a0-12400e3aeb20,Solution Enabler,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,left,&gDZpJcD!8,False
JMAN994,Robert Flynn,13/08/2023,1754243920,Robert@yahoo.com,South Andrewtown,Uttarakhand,470249,20/03/1984,female,,Leroy Thompson,admin,4aacc337-6e3d-49ad-a1a0-12400e3aeb20,Solution Enabler,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,auD8NPca5^,True
JMAN963,Sean Swanson,02/09/2020,3274526600,Sean@gmail.com,Fishermouth,Haryana,720509,24/09/1992,female,,Tammy Rowland,admin,5a28a7a5-9950-40df-9b29-da223b74701b,Senior Software Engineer,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,08YkJgF6*8,True
JMAN824,Jesse Sanders,22/07/2019,7598415399,Jesse@yahoo.com,Jamesport,Madhya Pradesh,737848,10/08/1994,male,,Derek Trujillo,user,1ea61e90-333c-4102-a6c0-9f66ad8e59ce,Senior Associate Consultant,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,!)GBeAhv28,False
JMAN186,Kellie Martin,30/11/2017,7857834582,Kellie@yahoo.com,Sheppardborough,Mizoram,725561,07/09/1993,male,,Shawn Cordova,admin,379aac20-a043-41ea-911b-5920aac57a7d,Software Engineer,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,5twm8oJe&Q,True
JMAN56,Chad Williams,09/03/2013,8144983874,Chad@gmail.com,West Wendy,Chhattisgarh,805778,08/06/1979,female,,Jennifer Cortez,user,4aacc337-6e3d-49ad-a1a0-12400e3aeb20,Solution Enabler,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,active,&c0NgbpiTu,False
JMAN697,David Garcia,05/06/2012,2945528709,David@gmail.com,East Vincent,Gujarat,747254,26/02/1982,male,,Nichole Reid,admin,5a28a7a5-9950-40df-9b29-da223b74701b,Senior Software Engineer,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,^Vy9FJi4aU,True
JMAN725,Kevin Weiss,21/06/2016,3871486157,Kevin@yahoo.com,Markstad,Kerala,791740,28/09/1987,female,,Tracy Jenkins,admin,1ea61e90-333c-4102-a6c0-9f66ad8e59ce,Senior Associate Consultant,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,QT0Hhl85e*,True
JMAN731,Vernon Beasley,03/06/2016,3707315723,Vernon@gmail.com,Michaelmouth,Mizoram,380604,14/03/1985,female,,Jonathan Dorsey,user,1ea61e90-333c-4102-a6c0-9f66ad8e59ce,Senior Associate Consultant,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,vq413!O9**,True
JMAN282,Denise Armstrong,25/10/2021,5796574888,Denise@gmail.com,Port Scottburgh,Mizoram,824480,27/02/1999,female,,Cheryl Fisher,user,a84c135e-b8de-4fdf-b9e0-31cc18507d05,Solutions Consultant,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,@#1hOaSrYk,True
JMAN438,Brian Young,15/10/2011,2024438042,Brian@yahoo.com,Port Marcusville,Andhra Pradesh,575329,11/10/1976,male,,Kyle Simmons,admin,a84c135e-b8de-4fdf-b9e0-31cc18507d05,Solutions Consultant,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,T*63WFfvN8,False
JMAN206,Shawn Garcia,22/05/2011,4887646874,Shawn@yahoo.com,East Joseph,Andhra Pradesh,799090,16/12/1995,female,,Susan Hernandez,admin,5cf343f3-4476-42c9-9f63-2bc4dc873c9e,Senior Consultant,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,5)a8R+dO1T,True
JMAN309,Sheila Gonzalez,01/01/2012,1475136513,Sheila@yahoo.com,New George,West Bengal,254364,25/02/1980,female,,David Wood,admin,5a28a7a5-9950-40df-9b29-da223b74701b,Senior Software Engineer,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,TxXM2Ctf2#,True
JMAN403,Ann Goodman,13/01/2013,1303880840,Ann@yahoo.com,Richardchester,Gujarat,342792,29/01/1992,female,,Chelsea Chung,user,aba81bb9-3fc6-43f2-acbd-456e5fd3f72b,Intern,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,left,p&74D)3v$#,True
JMAN678,Kimberly George,02/08/2023,2377749277,Kimberly@gmail.com,Johnmouth,Uttar Pradesh,177317,13/03/2003,male,,Suzanne Elliott,user,fbbfbbb7-ea35-44cb-8944-3d7abc67f3ec,Business Administrator,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,active,#Z4NJrGrtK,True
JMAN298,Alexandria Middleton,21/08/2018,9609704613,Alexandria@yahoo.com,Brooksberg,Karnataka,965624,27/03/1990,female,,Daniel Hoffman,admin,4aacc337-6e3d-49ad-a1a0-12400e3aeb20,Solution Enabler,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,left,$kEEYE^Iz9,False
JMAN991,Emily James,08/12/2019,4254240232,Emily@gmail.com,Melissaland,Chhattisgarh,986700,28/01/1977,female,,Jennifer Andrews,user,379aac20-a043-41ea-911b-5920aac57a7d,Software Engineer,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,LmfKFPFq%0,True
JMAN20,Linda Horn,09/01/2019,5413161037,Linda@gmail.com,Port Madisonview,Karnataka,925178,07/01/1989,female,,Lisa Church MD,user,1ea61e90-333c-4102-a6c0-9f66ad8e59ce,Senior Associate Consultant,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,h7@pnSq7#(,False
JMAN673,Jessica Mitchell,29/04/2024,4251148685,Jessica@yahoo.com,Lake Carriehaven,Chhattisgarh,348006,01/04/1984,female,,Brian Ross,user,bbbb1a8d-1a2c-4bb0-a89e-a88c06453834,CEO,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,a3*7PSdAlj,False
JMAN1,Gary Taylor,30/08/2024,3934388338,Gary@gmail.com,Andersonport,Maharashtra,418450,28/03/1975,female,,Kevin Daniel,admin,d0269cd6-9465-46cc-b4a1-babe8d93d547,Consultant,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,left,!UO44PYiz7,False
JMAN449,Stefanie Rodriguez,11/08/2018,5247266696,Stefanie@gmail.com,South Julie,Meghalaya,894861,01/02/1991,male,,Sandy Hutchinson,user,379aac20-a043-41ea-911b-5920aac57a7d,Software Engineer,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,%cl9V&Mtx%,True
JMAN29,Donna Morgan,15/08/2022,3383263062,Donna@gmail.com,Blackwellside,Nagaland,971718,30/07/1976,male,,Kayla Henson,admin,04ec0b1e-7cd0-4b76-80cb-7a4ad103134e,Manager,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,active,T$9OuftF+g,True
JMAN204,Austin Gates,26/12/2012,9040391632,Austin@gmail.com,Donnaside,West Bengal,633619,24/02/1974,male,,Mrs. Rachel Ferguson,admin,bbbb1a8d-1a2c-4bb0-a89e-a88c06453834,CEO,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,active,$*$65Fon^M,True
JMAN118,Ashley Clark,03/08/2022,8209028226,Ashley@gmail.com,Laurashire,Karnataka,733451,25/01/1980,female,,Paul Perez,admin,bbbb1a8d-1a2c-4bb0-a89e-a88c06453834,CEO,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,active,xZM2EY)bg^,False
JMAN661,Ashley Shaw,05/04/2015,3423801110,Ashley@gmail.com,Alecton,Meghalaya,531621,26/12/1974,female,,Amanda Young,admin,fbbfbbb7-ea35-44cb-8944-3d7abc67f3ec,Business Administrator,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,left,X7hAo$El$R,False
JMAN414,Vanessa Lam,07/01/2024,1704478306,Vanessa@gmail.com,Johnville,Sikkim,144300,25/11/1979,female,,Tammy Morris,admin,fbbfbbb7-ea35-44cb-8944-3d7abc67f3ec,Business Administrator,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,left,!M1!S%knKm,False
JMAN765,Denise Hall,06/08/2021,6015982209,Denise@gmail.com,New Christina,Himachal Pradesh,282207,04/02/1998,male,,Neil Delgado,user,bbbb1a8d-1a2c-4bb0-a89e-a88c06453834,CEO,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,active,)wWJnOa81a,True
JMAN594,Michael Stewart,06/01/2010,9246048877,Michael@gmail.com,New Cheryl,Chhattisgarh,436281,13/11/1996,female,,Joseph Davis,admin,04ec0b1e-7cd0-4b76-80cb-7a4ad103134e,Manager,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,$CWn)3Zg%9,False
JMAN794,Jodi Lawson,02/05/2013,6441342145,Jodi@yahoo.com,West Kristen,Uttarakhand,523155,07/04/1987,female,,Richard Mccall,user,4aacc337-6e3d-49ad-a1a0-12400e3aeb20,Solution Enabler,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,active,y!_Q2VdNQ4,False
JMAN479,Jessica Young,07/12/2019,2959872580,Jessica@gmail.com,Parkerland,Telangana,847442,03/05/1988,male,,Joe Russo,user,4aacc337-6e3d-49ad-a1a0-12400e3aeb20,Solution Enabler,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,left,u4Qw&huY)n,True
JMAN583,Jason James,20/02/2023,8142816114,Jason@yahoo.com,Blankenshipview,Manipur,293797,20/10/2002,female,,Kelly Hendrix,admin,aba81bb9-3fc6-43f2-acbd-456e5fd3f72b,Intern,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,left,Z!9L2pFE&M,True
JMAN533,John Chavez,05/09/2013,4881243027,John@yahoo.com,East Adam,Manipur,987262,09/07/1980,female,,Miguel Wilson,admin,bbbb1a8d-1a2c-4bb0-a89e-a88c06453834,CEO,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,9F6PnvYy)p,True
JMAN266,Gregory Chandler,12/09/2010,4856206947,Gregory@gmail.com,Port Joshuashire,Tamil Nadu,415049,16/02/1991,female,,Ashley Spencer,admin,5a28a7a5-9950-40df-9b29-da223b74701b,Senior Software Engineer,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,left,N#41WB^lSq,False
JMAN119,Michelle Sloan,30/12/2022,1964644000,Michelle@yahoo.com,Tonyfurt,Uttar Pradesh,527910,09/12/2001,male,,Destiny Ford,user,fbbfbbb7-ea35-44cb-8944-3d7abc67f3ec,Business Administrator,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,left,*H8pwIffbj,True
JMAN169,James Blair,01/05/2010,7137609159,James@gmail.com,North Catherine,Sikkim,137066,26/08/2002,male,,Tammy Ward,user,aba81bb9-3fc6-43f2-acbd-456e5fd3f72b,Intern,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,2G@bgT8k#R,True
JMAN70,Nicholas Young,31/07/2015,5119290549,Nicholas@gmail.com,East Anthony,Meghalaya,983222,26/02/1990,male,,David Reed,user,1ea61e90-333c-4102-a6c0-9f66ad8e59ce,Senior Associate Consultant,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,xSE0Ba*9)#,True
JMAN95,Kevin Watson,14/09/2020,9783791592,Kevin@yahoo.com,Elizabethchester,Bihar,239351,11/03/2003,female,,Diana Gutierrez,user,5a28a7a5-9950-40df-9b29-da223b74701b,Senior Software Engineer,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,left,@8rJE*Ps%F,True
JMAN517,Christopher Kennedy,20/05/2023,3282655091,Christopher@gmail.com,Mooreshire,Meghalaya,893306,14/12/1975,female,,Kathleen Simon,user,4aacc337-6e3d-49ad-a1a0-12400e3aeb20,Solution Enabler,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,active,Q_Ow0HZw1%,True
JMAN646,Kimberly Jones,11/11/2013,9818417303,Kimberly@yahoo.com,Sheaview,Punjab,267733,17/02/1991,male,,Kelsey Adams,user,379aac20-a043-41ea-911b-5920aac57a7d,Software Engineer,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,active,R&78#Fht%l,False
JMAN76,Kyle Davis,21/12/2013,4618277288,Kyle@gmail.com,Port Catherine,West Bengal,315923,31/05/1995,male,,Jade Lee,user,5cf343f3-4476-42c9-9f63-2bc4dc873c9e,Senior Consultant,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,_!5nWb8hu8,True
JMAN661,Kristen Calhoun,02/11/2014,8908189079,Kristen@gmail.com,West Richardton,Mizoram,640119,16/02/1984,male,,Jessica Hernandez,user,1ea61e90-333c-4102-a6c0-9f66ad8e59ce,Senior Associate Consultant,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,(KKIqx+%4O,True
JMAN80,Jason Dean,22/03/2022,1619851279,Jason@yahoo.com,New Laura,Gujarat,340777,25/01/1989,male,,Tracy Sanders MD,admin,aba81bb9-3fc6-43f2-acbd-456e5fd3f72b,Intern,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,Bj4PK@PEa+,False
JMAN36,Shelby Lamb,19/08/2020,3953870612,Shelby@gmail.com,New Gregoryburgh,Chhattisgarh,913429,14/02/1997,male,,Dr. Randall Green MD,admin,aba81bb9-3fc6-43f2-acbd-456e5fd3f72b,Intern,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,left,#RMwA(b(v0,False
JMAN338,Jennifer Alexander,06/01/2014,9969998429,Jennifer@yahoo.com,Whiteheadfort,Andhra Pradesh,730190,09/05/1995,female,,Wendy Moore,user,04ec0b1e-7cd0-4b76-80cb-7a4ad103134e,Manager,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,active,1M&k^4RsL6,True
JMAN298,Mrs. Tammy Burns,08/03/2018,8646931695,Mrs.@gmail.com,Andrewbury,Jharkhand,971331,31/12/1983,female,,Jorge Phillips,user,d0269cd6-9465-46cc-b4a1-babe8d93d547,Consultant,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,active,^*MM0HyGor,True
JMAN733,Thomas Steele,26/04/2015,4479000491,Thomas@yahoo.com,Lake Andrea,Uttarakhand,784367,13/11/1979,male,,Jonathan Reeves,user,aba81bb9-3fc6-43f2-acbd-456e5fd3f72b,Intern,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,left,l^g3Xx*EAv,True
JMAN280,Thomas Mcgee,21/02/2024,8571509453,Thomas@yahoo.com,West Jeremyfurt,Chhattisgarh,492515,08/02/2001,female,,Justin Juarez,admin,1ea61e90-333c-4102-a6c0-9f66ad8e59ce,Senior Associate Consultant,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,active,&v!z*2Id6U,False
JMAN820,Tony Jackson,19/04/2011,1348942703,Tony@gmail.com,Sloanmouth,Mizoram,189837,03/04/1982,male,,David Taylor,admin,5a28a7a5-9950-40df-9b29-da223b74701b,Senior Software Engineer,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,Faav2H8r)x,False
JMAN784,Russell Molina,28/11/2024,5419420505,Russell@yahoo.com,South Danielshire,Uttarakhand,883168,29/04/1983,female,,Kathleen Burnett,admin,04ec0b1e-7cd0-4b76-80cb-7a4ad103134e,Manager,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,!1BD@tUTT8,False
JMAN659,Michael Smith,16/09/2023,8381004498,Michael@gmail.com,Maryhaven,Jharkhand,419186,29/11/1999,female,,Shelly Saunders,user,379aac20-a043-41ea-911b-5920aac57a7d,Software Engineer,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,active,xs2bFM(u_p,False
JMAN619,Gabriel Mueller,11/04/2023,4825411103,Gabriel@gmail.com,Mendezport,Assam,686097,29/05/1989,female,,Dennis Sanchez,user,bbbb1a8d-1a2c-4bb0-a89e-a88c06453834,CEO,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,left,lu)6rMyy5y,False
JMAN738,Jerry Montgomery,09/08/2024,1645028908,Jerry@yahoo.com,Johnfort,Rajasthan,619903,16/09/1991,female,,Jack Ingram,admin,aba81bb9-3fc6-43f2-acbd-456e5fd3f72b,Intern,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,left,u8&pP4Te6^,True
JMAN305,Eric Meza,03/07/2012,1479548968,Eric@yahoo.com,Thompsonland,Nagaland,161929,22/10/1991,female,,David Smith,admin,a84c135e-b8de-4fdf-b9e0-31cc18507d05,Solutions Consultant,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,S88*H$wR_o,True
JMAN423,Jason Lowe,31/05/2023,7394962549,Jason@yahoo.com,Spearsside,West Bengal,781543,27/12/1994,female,,Carrie Bell,admin,4aacc337-6e3d-49ad-a1a0-12400e3aeb20,Solution Enabler,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,active,u)0SUQewW_,False
JMAN665,Judy Mccoy,21/10/2015,7860835533,Judy@yahoo.com,Hernandezton,Nagaland,697977,12/11/2002,female,,Ryan Lawrence,user,5a28a7a5-9950-40df-9b29-da223b74701b,Senior Software Engineer,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,active,4E8MgqZ&d*,True
JMAN408,Nicholas Wolf,03/04/2018,3930464069,Nicholas@yahoo.com,Lake Sarahborough,Sikkim,236598,19/11/1990,female,,Ellen Moore,user,1ea61e90-333c-4102-a6c0-9f66ad8e59ce,Senior Associate Consultant,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,active,@2uBzk6eeb,True
JMAN963,Dean Johnson,23/09/2020,9661842114,Dean@yahoo.com,Lake Anne,Jharkhand,124887,19/06/1976,female,,Gina Brewer MD,admin,5cf343f3-4476-42c9-9f63-2bc4dc873c9e,Senior Consultant,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,left,p_CBE0SeR9,False
JMAN381,Richard Webb,24/11/2016,2929153569,Richard@yahoo.com,Bishopfurt,Maharashtra,487022,23/02/1995,female,,Kathleen Ruiz MD,admin,fbbfbbb7-ea35-44cb-8944-3d7abc67f3ec,Business Administrator,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,active,_7rXZ^qD6N,False
JMAN137,Sally Clark,01/10/2017,4288310638,Sally@yahoo.com,Reedhaven,Assam,206869,30/04/1990,female,,Carla Wilson,admin,bbbb1a8d-1a2c-4bb0-a89e-a88c06453834,CEO,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,left,lZXEXcp1)4,True
JMAN477,Samuel Todd,16/07/2011,6585652048,Samuel@gmail.com,Lake Lauraport,Nagaland,613327,04/07/1989,female,,Cathy Knapp,user,4aacc337-6e3d-49ad-a1a0-12400e3aeb20,Solution Enabler,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,active,%2@Nd@w$mi,True
JMAN936,Edward Obrien,13/12/2023,9541683424,Edward@yahoo.com,North Tanya,Uttarakhand,778954,27/11/1997,male,,Jaclyn Robertson,user,04ec0b1e-7cd0-4b76-80cb-7a4ad103134e,Manager,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,5uvUuh5z_j,False
JMAN757,Michelle Leonard,18/05/2023,4568240248,Michelle@gmail.com,New John,Andhra Pradesh,654357,18/09/1985,female,,Donald Reynolds,user,379aac20-a043-41ea-911b-5920aac57a7d,Software Engineer,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,active,E+1WUKekh0,True
